lead_id,first_name,last_name,email,company,job_title,industry,company_size_bucket,country,lead_source,status,created_at,lead_score_baseline,converted,estimated_deal_size
3308,Troy,Carpenter,johnsonjohn@example.net,Peters Group,CTO,Healthcare,50-100,Finland,Referral,Qualified,2025-04-24 19:32:16.745207,65.4,0,20000
4501,Erica,Delacruz,whiterobert@example.net,"Thompson, Cunningham and Hill",Director of IT,Healthcare,251-500,Hungary,Content Download,New,2025-04-25 00:20:05.745207,45.6,0,10000
3021,Timothy,Patterson,cunninghamkaitlyn@example.org,Guerrero Group,Director of IT,Technology,251-500,Taiwan,Content Download,New,2025-04-25 01:22:19.745207,78.0,0,18000
2482,Tammy,Powers,james89@example.net,Harris PLC,Director of IT,Technology,101-250,Luxembourg,Content Download,Negotiation,2025-04-25 02:31:28.745207,85.8,0,15000
2109,Susan,Gordon,gpaul@example.org,Gonzalez-Cummings,Project Manager,Healthcare,101-250,Nepal,Trade Show,Qualified,2025-04-25 02:35:39.745207,55.1,0,12000
2859,Chad,Taylor,vincenterica@example.com,"Watson, Rojas and Fernandez",Head of Operations,Healthcare,50-100,Slovakia (Slovak Republic),Webinar,New,2025-04-25 11:12:18.745207,77.7,0,15000
2516,Amy,Dixon,orozcopeggy@example.com,Harris-Brown,VP Engineering,Professional Services,251-500,Iceland,Trade Show,Closed Won,2025-04-25 11:34:44.745207,64.9,1,12000
1419,Dwayne,Allen,karistevens@example.org,"Davis, Reed and Adams",Director of IT,Manufacturing,251-500,Bahamas,Trade Show,Contacted,2025-04-25 14:17:13.745207,82.9,0,20000
2408,Kenneth,Rose,rogersmichael@example.org,Ramirez PLC,Head of Operations,Marketing Agency,101-250,Bouvet Island (Bouvetoya),Trade Show,Demo Scheduled,2025-04-25 14:24:26.745207,72.4,0,18000
886,Brittany,Espinoza,simpsonjames@example.net,"Williams, Pacheco and Stevens",VP Engineering,Consulting,251-500,Norway,Website Form,Qualified,2025-04-25 15:46:37.745207,87.7,0,18000
4104,Elizabeth,Brooks,dana60@example.net,"Underwood, Simpson and Barnett",CTO,Professional Services,101-250,New Zealand,Trade Show,Contacted,2025-04-25 17:43:48.745207,73.3,0,20000
418,Cristian,Martin,pperez@example.net,Martin Inc,CTO,Professional Services,101-250,Uruguay,Content Download,Contacted,2025-04-25 18:57:40.745207,61.7,0,12000
1757,Sheena,Rowe,ijohnson@example.org,"Wilson, Jordan and Santos",Head of Operations,Marketing Agency,50-100,Palestinian Territory,Webinar,Demo Scheduled,2025-04-25 19:12:23.745207,57.9,0,12000
4173,Maria,Johnson,sullivanedward@example.org,"Nelson, Gonzales and Bailey",Project Manager,Healthcare,50-100,Saint Martin,Website Form,Qualified,2025-04-25 20:49:14.745207,52.7,0,20000
2997,Dylan,Griffith,nlogan@example.net,Ramos-Rojas,CTO,Consulting,251-500,Kuwait,Website Form,New,2025-04-26 01:51:34.745207,63.9,0,15000
3553,Mary,Rivera,dmyers@example.net,Villarreal and Sons,VP Engineering,Technology,101-250,Costa Rica,Webinar,Negotiation,2025-04-26 01:53:22.745207,65.2,0,12000
3610,Noah,Thompson,christina44@example.org,Vazquez-Mccall,VP Engineering,Technology,50-100,Greece,Webinar,Qualified,2025-04-26 04:33:10.745207,53.8,0,15000
3804,Brenda,Mendez,emilyperez@example.org,Lewis-Harris,COO,Marketing Agency,101-250,Nigeria,Webinar,Contacted,2025-04-26 05:50:55.745207,62.4,0,10000
1882,Diane,Buckley,vanessadickson@example.net,"Gray, Weaver and Myers",COO,Healthcare,50-100,Niue,Referral,New,2025-04-26 07:34:57.745207,84.2,0,15000
3686,Tammy,Strickland,jennifer65@example.com,Lang-Williams,VP Engineering,Manufacturing,50-100,Argentina,Content Download,New,2025-04-26 09:36:18.745207,47.2,0,18000
1428,Matthew,Daniel,darius19@example.com,Lewis-Davis,COO,Marketing Agency,101-250,Iran,Webinar,Contacted,2025-04-26 09:40:51.745207,43.5,0,18000
3117,James,Cordova,lkelley@example.com,Obrien Group,VP Engineering,Healthcare,50-100,Liberia,Trade Show,Qualified,2025-04-26 10:06:15.745207,57.1,0,12000
4210,Russell,Harris,jasonfrazier@example.com,"Campbell, Kennedy and Webb",VP Engineering,Consulting,101-250,Seychelles,Website Form,New,2025-04-26 12:16:42.745207,43.1,0,10000
1565,Jeff,Cruz,ynewman@example.com,Reid LLC,Project Manager,Marketing Agency,251-500,Korea,Trade Show,Demo Scheduled,2025-04-26 12:52:34.745207,71.1,0,12000
370,Sarah,Miller,barajasmelody@example.com,Garcia-Stone,COO,Consulting,50-100,Bangladesh,Website Form,Contacted,2025-04-26 13:32:10.745207,48.4,0,18000
1409,Richard,Melendez,leslie57@example.org,Henderson-Kim,Director of IT,Professional Services,101-250,Denmark,Trade Show,New,2025-04-26 14:31:16.745207,55.2,0,15000
3653,Lisa,Hall,andrew79@example.net,Taylor Group,COO,Technology,251-500,Hong Kong,Content Download,New,2025-04-26 14:45:28.745207,66.7,0,10000
1427,Ronald,Hayes,jonathan16@example.net,"Logan, Robinson and Byrd",VP Engineering,Professional Services,101-250,Bermuda,Website Form,New,2025-04-26 17:21:11.745207,90.8,0,18000
1904,Carl,Thornton,wtorres@example.org,"Harvey, Mendoza and Krueger",CTO,Manufacturing,251-500,Malawi,Referral,New,2025-04-26 22:33:17.745207,65.5,0,20000
3533,William,Black,garciamonique@example.net,Cisneros-Taylor,CTO,Marketing Agency,251-500,Marshall Islands,Webinar,Contacted,2025-04-26 22:55:42.745207,58.4,0,18000
2539,Joseph,Jones,scott27@example.org,Stevens-West,CTO,Manufacturing,251-500,Turkmenistan,Website Form,Negotiation,2025-04-27 00:30:23.745207,41.3,0,15000
2073,Christopher,Crosby,sandramorrison@example.net,Nicholson-Harrington,COO,Consulting,50-100,Russian Federation,Referral,Contacted,2025-04-27 01:57:20.745207,61.3,0,15000
2359,Timothy,Smith,ricardo08@example.com,Harris and Sons,Project Manager,Manufacturing,50-100,Falkland Islands (Malvinas),Webinar,Contacted,2025-04-27 05:02:37.745207,33.4,0,15000
1700,Erica,Smith,ryan14@example.org,Owens Group,Project Manager,Professional Services,251-500,Korea,Webinar,Contacted,2025-04-27 05:09:25.745207,62.7,0,10000
2404,Kathy,Sanford,mannjohn@example.org,"Graham, Morales and Norris",Director of IT,Manufacturing,50-100,Albania,Content Download,Contacted,2025-04-27 06:07:42.745207,55.9,0,10000
2937,Peggy,Rich,anngarcia@example.net,Perkins-Clark,VP Engineering,Technology,50-100,Slovenia,Referral,New,2025-04-27 06:21:20.745207,50.9,0,15000
3822,Eric,Smith,elizabethnewman@example.com,Melton and Sons,VP Engineering,Marketing Agency,251-500,Egypt,Website Form,New,2025-04-27 11:56:44.745207,64.0,0,10000
3898,Brandon,Garcia,bakerjon@example.com,"Diaz, Davis and Ali",Project Manager,Professional Services,50-100,Martinique,Content Download,Contacted,2025-04-27 12:56:07.745207,70.7,0,18000
2502,Lance,Reed,jillian08@example.com,Mooney-Nguyen,COO,Consulting,251-500,Poland,Website Form,Demo Scheduled,2025-04-27 13:00:00.745207,74.5,0,18000
4154,Billy,Lopez,sanchezjulie@example.com,"Martin, Brown and Young",Project Manager,Technology,251-500,Ecuador,Website Form,Demo Scheduled,2025-04-27 16:35:12.745207,48.8,0,20000
4267,Riley,Kelley,gware@example.net,Ramirez LLC,CTO,Manufacturing,101-250,Equatorial Guinea,Webinar,Contacted,2025-04-27 16:42:15.745207,64.4,0,12000
4603,Laura,Barnes,walterdean@example.net,Mills PLC,COO,Manufacturing,251-500,Indonesia,Trade Show,Proposal Sent,2025-04-27 16:43:25.745207,84.5,0,12000
3020,Theresa,Gallagher,travisrice@example.org,"Jones, Palmer and Young",Project Manager,Manufacturing,251-500,Martinique,Content Download,Qualified,2025-04-27 17:04:44.745207,68.3,0,10000
3083,Steven,Woods,whoover@example.org,"Vasquez, Richardson and Davis",VP Engineering,Professional Services,101-250,Egypt,Webinar,New,2025-04-27 17:51:27.745207,30.5,0,20000
2213,Joseph,Brown,todd72@example.com,Wiggins-Hodges,Director of IT,Marketing Agency,251-500,Albania,Referral,New,2025-04-27 19:39:17.745207,73.2,0,18000
3069,Melanie,Fernandez,jessica49@example.net,Nunez Ltd,COO,Healthcare,251-500,Bangladesh,Website Form,Contacted,2025-04-27 21:13:54.745207,63.4,0,12000
2069,Katrina,Barnett,bankstyler@example.com,Henderson-Hill,Head of Operations,Marketing Agency,101-250,Monaco,Website Form,Qualified,2025-04-28 01:15:28.745207,81.3,0,18000
4336,Michael,Myers,zking@example.org,Ramirez-Williams,COO,Professional Services,251-500,Malta,Webinar,Contacted,2025-04-28 01:32:14.745207,50.3,0,15000
350,Arthur,May,fergusonkayla@example.net,Baker Inc,VP Engineering,Manufacturing,251-500,Ghana,Trade Show,Contacted,2025-04-28 04:58:43.745207,56.8,0,18000
3271,Mark,Daniels,bryankane@example.com,"Bonilla, Ortega and Cannon",CTO,Consulting,101-250,Cambodia,Content Download,New,2025-04-28 07:16:35.745207,56.8,0,10000
4512,Wayne,Harrison,qperry@example.com,"House, Osborne and Weaver",VP Engineering,Marketing Agency,50-100,Montserrat,Content Download,New,2025-04-28 07:27:05.745207,75.9,0,12000
323,Jamie,Mclean,tammyblankenship@example.com,Williams-Weiss,Project Manager,Manufacturing,50-100,Bangladesh,Website Form,Contacted,2025-04-28 09:27:19.745207,47.7,0,12000
1953,Brian,Sanders,rayandrew@example.com,Acosta-Whitehead,Project Manager,Technology,50-100,Falkland Islands (Malvinas),Cold Outreach,Qualified,2025-04-28 10:07:26.745207,46.4,0,15000
3434,Rebecca,Ross,lwilson@example.org,"Barker, Diaz and Herrera",VP Engineering,Professional Services,251-500,Comoros,Webinar,New,2025-04-28 12:27:26.745207,58.5,0,20000
581,Julie,Wood,hunterkenneth@example.com,Collins-Grant,Head of Operations,Marketing Agency,251-500,Timor-Leste,Webinar,Contacted,2025-04-28 16:44:08.745207,65.1,0,18000
3659,Karl,Galvan,leeodom@example.net,"Barr, Strickland and Martin",Head of Operations,Consulting,50-100,United Kingdom,Referral,Contacted,2025-04-28 20:28:29.745207,62.4,0,15000
1340,David,Smith,david23@example.org,"Roman, Davis and Hancock",Director of IT,Technology,50-100,Bahrain,Website Form,New,2025-04-28 22:41:49.745207,62.6,0,10000
961,Caitlyn,Harris,isaiah47@example.org,Brown PLC,VP Engineering,Technology,101-250,Solomon Islands,Content Download,Qualified,2025-04-29 02:06:59.745207,69.6,0,15000
2208,Amber,Washington,vgreen@example.com,Buchanan-Pugh,COO,Manufacturing,50-100,Falkland Islands (Malvinas),Website Form,New,2025-04-29 10:55:26.745207,65.3,0,15000
3912,Ashley,Villanueva,tiffany49@example.org,"Allen, Davenport and Johnson",Head of Operations,Consulting,101-250,Russian Federation,Website Form,Qualified,2025-04-29 12:05:56.745207,63.3,0,15000
4057,Vickie,Flynn,kathleen72@example.net,Smith-Cortez,COO,Technology,50-100,Seychelles,Website Form,Contacted,2025-04-29 12:41:19.745207,81.9,0,15000
2205,Paula,Ingram,marvin28@example.net,Moon Inc,CTO,Consulting,50-100,Andorra,Trade Show,Contacted,2025-04-29 13:46:47.745207,45.7,0,18000
1579,Chelsea,Herrera,ataylor@example.net,Combs PLC,Head of Operations,Manufacturing,101-250,Moldova,Website Form,New,2025-04-29 15:29:44.745207,49.0,0,15000
4163,Scott,Mcdaniel,robertfoster@example.org,Moore Ltd,Director of IT,Manufacturing,251-500,Colombia,Website Form,Contacted,2025-04-29 15:59:56.745207,56.0,0,10000
3992,Natasha,Liu,samanthaclayton@example.com,Barrett Inc,CTO,Marketing Agency,50-100,Comoros,Trade Show,Demo Scheduled,2025-04-29 16:21:22.745207,52.9,0,15000
3116,Lisa,Livingston,shelly73@example.com,"Garcia, Bell and Griffin",COO,Healthcare,101-250,Saint Pierre and Miquelon,Website Form,Contacted,2025-04-29 16:25:52.745207,63.8,0,10000
1544,Dwayne,Haynes,john92@example.com,Gregory-Scott,Director of IT,Consulting,101-250,Grenada,Website Form,Demo Scheduled,2025-04-29 17:53:46.745207,53.1,0,15000
2818,Steven,Ballard,grossbradley@example.org,Ward-Maynard,VP Engineering,Healthcare,101-250,Canada,Website Form,Qualified,2025-04-29 20:37:46.745207,65.5,0,20000
3728,Ashley,Morton,taylorbailey@example.org,Hopkins Group,COO,Healthcare,251-500,Saudi Arabia,Website Form,Contacted,2025-04-29 21:36:32.745207,76.0,0,10000
2782,Marie,Williams,megan63@example.net,Paul PLC,COO,Marketing Agency,50-100,United States Minor Outlying Islands,Website Form,Contacted,2025-04-29 23:47:16.745207,50.3,0,20000
4809,Bianca,Rodriguez,gregorypowell@example.com,"King, Davis and Cochran",CTO,Professional Services,50-100,Montserrat,Website Form,New,2025-04-30 02:12:41.745207,81.4,0,15000
941,Brian,Burnett,jillanderson@example.org,Woods-Garcia,CTO,Technology,251-500,Colombia,Content Download,Closed Lost,2025-04-30 04:03:16.745207,40.8,0,10000
1416,Amanda,Buck,emma47@example.org,Smith PLC,Head of Operations,Technology,101-250,United States Virgin Islands,Content Download,Demo Scheduled,2025-04-30 04:41:54.745207,73.9,0,20000
949,Paula,Anderson,jacksontheresa@example.net,"Rivera, Frost and Gonzales",CTO,Marketing Agency,101-250,Lebanon,Content Download,Contacted,2025-04-30 06:02:49.745207,59.3,0,15000
221,Natalie,Campbell,baileychristina@example.net,Smith Ltd,CTO,Technology,101-250,Djibouti,Website Form,Negotiation,2025-04-30 06:24:18.745207,94.7,0,18000
2070,Joseph,Reynolds,buchananjennifer@example.com,"Ibarra, Evans and English",Director of IT,Marketing Agency,251-500,Saint Vincent and the Grenadines,Webinar,Contacted,2025-04-30 06:44:25.745207,73.9,0,10000
2108,Jessica,Hill,bookercindy@example.org,"Williams, Hickman and Wells",Head of Operations,Manufacturing,101-250,Italy,Webinar,Contacted,2025-04-30 08:28:54.745207,69.6,0,15000
1307,Jeffrey,Wells,williamsonnancy@example.org,Nolan Group,Head of Operations,Manufacturing,251-500,Kazakhstan,Website Form,Demo Scheduled,2025-04-30 12:22:33.745207,60.4,0,15000
2494,James,Kerr,steinshelley@example.org,Rios-Nguyen,COO,Professional Services,251-500,Fiji,Website Form,Proposal Sent,2025-04-30 14:42:32.745207,81.7,0,15000
4606,Alejandro,Roberts,littlebrian@example.org,Whitehead-Bolton,VP Engineering,Consulting,251-500,Aruba,Referral,New,2025-04-30 16:39:47.745207,56.2,0,18000
547,Thomas,Boone,codysummers@example.com,Ross-Clarke,Head of Operations,Marketing Agency,251-500,Cameroon,Referral,New,2025-04-30 17:45:25.745207,68.7,0,12000
309,Jessica,Rosales,williammedina@example.com,Banks-Chaney,COO,Professional Services,50-100,Bangladesh,Website Form,Contacted,2025-04-30 20:28:04.745207,68.2,0,20000
3385,Jonathan,Villa,jennifer68@example.net,Walsh-Johnson,VP Engineering,Manufacturing,251-500,Brunei Darussalam,Website Form,Contacted,2025-04-30 20:57:56.745207,76.6,0,18000
436,Nancy,Mcdaniel,skelly@example.net,Hubbard PLC,COO,Healthcare,251-500,Cameroon,Trade Show,Proposal Sent,2025-04-30 20:59:34.745207,61.1,0,18000
4469,Linda,Howard,zdaniel@example.com,Diaz-Guerra,CTO,Technology,101-250,Cape Verde,Website Form,Qualified,2025-04-30 21:25:19.745207,61.6,0,12000
3504,Jamie,Williams,maxwelllucas@example.org,Long LLC,CTO,Manufacturing,101-250,Canada,Referral,Proposal Sent,2025-05-01 01:12:51.745207,60.8,0,15000
2843,Joseph,Wiggins,harrisonlaura@example.com,"Lucero, Washington and Green",COO,Consulting,50-100,American Samoa,Website Form,New,2025-05-01 01:40:20.745207,82.2,0,20000
2230,Matthew,Valencia,pkennedy@example.net,"Meyer, Parker and Cortez",COO,Professional Services,251-500,Seychelles,Content Download,Proposal Sent,2025-05-01 10:09:05.745207,75.1,0,10000
4679,Tyler,Reeves,hornedward@example.net,Chavez-Johnson,COO,Manufacturing,50-100,Mongolia,Website Form,New,2025-05-01 10:12:15.745207,72.9,0,18000
639,Patrick,Levy,mproctor@example.net,Ewing PLC,Project Manager,Technology,251-500,Macao,Website Form,Contacted,2025-05-01 12:31:23.745207,40.7,0,20000
442,Jason,Hood,mindyrobinson@example.net,Johnson-Yoder,CTO,Healthcare,251-500,United Arab Emirates,Trade Show,New,2025-05-01 14:42:33.745207,59.5,0,10000
4618,Johnny,Gomez,sara11@example.org,Wagner and Sons,COO,Professional Services,251-500,Uzbekistan,Referral,Qualified,2025-05-01 15:25:15.745207,17.4,0,20000
3142,Michael,Ruiz,westfrank@example.net,Martin-Carlson,Project Manager,Healthcare,101-250,Armenia,Website Form,Qualified,2025-05-01 17:38:25.745207,28.1,0,15000
771,Robert,Oliver,hojennifer@example.net,Forbes-Conner,Project Manager,Marketing Agency,251-500,South Africa,Website Form,New,2025-05-01 21:19:10.745207,70.6,0,20000
4366,Jacob,Mendez,wardkristi@example.org,Farrell Inc,Project Manager,Consulting,101-250,Armenia,Referral,Demo Scheduled,2025-05-01 21:36:58.745207,91.5,0,15000
4631,Lisa,Delgado,jeffery82@example.com,Soto-Powell,VP Engineering,Technology,251-500,Oman,Website Form,Contacted,2025-05-01 22:42:32.745207,36.8,0,18000
1532,John,Nicholson,brownphillip@example.com,"Castillo, Jones and Rollins",Director of IT,Marketing Agency,50-100,Bahrain,Content Download,Contacted,2025-05-02 04:55:44.745207,33.5,0,15000
283,Benjamin,Patterson,philip98@example.com,Cook-Walters,Director of IT,Healthcare,251-500,Svalbard & Jan Mayen Islands,Webinar,Contacted,2025-05-02 05:30:45.745207,83.8,0,10000
3550,Anthony,Vargas,matthew91@example.com,Martinez-Wood,Head of Operations,Manufacturing,251-500,India,Cold Outreach,Qualified,2025-05-02 05:56:31.745207,59.5,0,20000
2588,Matthew,Reed,jameslowery@example.org,Payne-Johnson,Director of IT,Healthcare,251-500,Congo,Webinar,Contacted,2025-05-02 07:20:51.745207,57.0,0,10000
3761,Sheila,Taylor,oliviabass@example.net,Fisher-Evans,VP Engineering,Consulting,101-250,Luxembourg,Website Form,New,2025-05-02 09:14:37.745207,64.8,0,18000
1905,Kenneth,Morgan,kclark@example.net,"Davis, Simmons and Strickland",CTO,Manufacturing,251-500,Belarus,Referral,Contacted,2025-05-02 10:58:16.745207,58.4,0,12000
2923,Felicia,Stewart,hannah52@example.com,"Campbell, Waters and Gibson",VP Engineering,Technology,101-250,Mayotte,Website Form,New,2025-05-02 12:03:01.745207,57.1,0,12000
3711,Amanda,Johnson,bmack@example.net,Hendrix-Black,COO,Professional Services,50-100,Korea,Website Form,New,2025-05-02 12:33:03.745207,38.5,0,18000
3359,James,Evans,kimberlykaiser@example.com,Watson-Moore,Project Manager,Manufacturing,50-100,Vanuatu,Referral,Contacted,2025-05-02 13:37:03.745207,66.9,0,20000
1866,Cynthia,Garza,ublanchard@example.org,Lang-Williams,CTO,Consulting,251-500,Yemen,Website Form,New,2025-05-02 14:09:32.745207,35.1,0,20000
4046,Barbara,James,rachel46@example.org,Jones PLC,COO,Technology,251-500,Bouvet Island (Bouvetoya),Content Download,Qualified,2025-05-02 16:28:56.745207,53.8,0,10000
2777,Julia,Edwards,markhopkins@example.net,Wilson Ltd,CTO,Technology,101-250,Micronesia,Content Download,Demo Scheduled,2025-05-02 17:32:22.745207,56.2,0,15000
1870,Jerry,Lyons,ellisonnicole@example.com,Osborne-Keller,Head of Operations,Technology,50-100,Marshall Islands,Referral,New,2025-05-02 21:21:10.745207,53.8,0,20000
3483,Victor,Gonzalez,fharrington@example.org,Carlson LLC,Head of Operations,Healthcare,50-100,American Samoa,Content Download,Contacted,2025-05-02 22:12:06.745207,54.6,0,15000
3530,Cassidy,Rivera,choward@example.com,Juarez-Davis,VP Engineering,Consulting,50-100,Malaysia,Cold Outreach,Demo Scheduled,2025-05-02 22:44:07.745207,44.2,0,20000
4078,Paul,Adams,cbaker@example.org,"Williams, Buck and Serrano",Project Manager,Marketing Agency,251-500,Ghana,Content Download,New,2025-05-02 23:24:52.745207,29.9,0,18000
3600,Monica,Gaines,paulthomas@example.org,Perry Ltd,Director of IT,Manufacturing,101-250,Marshall Islands,Website Form,Negotiation,2025-05-03 01:01:21.745207,56.6,0,12000
2212,Vanessa,Newton,lowemelissa@example.com,"Rivera, Henderson and Rasmussen",COO,Healthcare,251-500,Sudan,Website Form,Qualified,2025-05-03 04:14:13.745207,69.1,0,15000
2931,Alejandra,Foster,robertwilliams@example.net,Ramirez-Mills,CTO,Technology,101-250,Guinea,Content Download,Contacted,2025-05-03 06:19:52.745207,73.0,0,10000
2810,Robert,Hicks,john72@example.org,Boone-Hardy,CTO,Healthcare,101-250,Saint Martin,Trade Show,New,2025-05-03 06:28:21.745207,51.8,0,20000
2389,Lauren,Hansen,jeremy20@example.org,"Flores, Bradley and Faulkner",Head of Operations,Professional Services,50-100,Martinique,Website Form,Closed Won,2025-05-03 07:03:58.745207,73.4,1,12000
1760,Carlos,Clayton,jennifer73@example.com,"Bennett, Gonzales and Griffith",VP Engineering,Marketing Agency,101-250,Taiwan,Referral,Contacted,2025-05-03 10:41:48.745207,79.7,0,10000
2829,Samantha,Donaldson,camachotammy@example.org,Williams Inc,Director of IT,Technology,101-250,China,Referral,New,2025-05-03 13:27:48.745207,74.3,0,18000
4329,Charles,Walker,mparks@example.net,Schmidt Group,COO,Manufacturing,101-250,Poland,Website Form,Demo Scheduled,2025-05-03 15:00:59.745207,85.5,0,12000
213,Rebecca,Orozco,nicholas47@example.com,Nunez PLC,Project Manager,Healthcare,251-500,Western Sahara,Website Form,Demo Scheduled,2025-05-03 17:17:12.745207,74.3,0,20000
691,Lauren,Miller,vmartinez@example.net,"Campbell, Garcia and Morrison",VP Engineering,Professional Services,101-250,Mauritania,Webinar,Proposal Sent,2025-05-03 17:32:48.745207,54.6,0,15000
52,Peter,Castillo,andrewgarcia@example.com,Watson-Camacho,Director of IT,Technology,50-100,Bulgaria,Referral,Closed Lost,2025-05-03 23:05:47.745207,54.2,0,12000
46,Audrey,Spence,john34@example.net,Hernandez PLC,VP Engineering,Healthcare,101-250,Vietnam,Website Form,New,2025-05-04 00:23:35.745207,49.2,0,15000
3655,Tracy,Stein,william86@example.net,Alvarez LLC,VP Engineering,Manufacturing,101-250,Aruba,Website Form,Contacted,2025-05-04 00:48:50.745207,62.2,0,12000
714,Regina,Campbell,houstonronald@example.com,Medina and Sons,Head of Operations,Healthcare,101-250,Guinea,Referral,Contacted,2025-05-04 03:59:57.745207,66.0,0,20000
646,Mark,Dixon,meghan80@example.org,Williams-Schwartz,Director of IT,Manufacturing,251-500,Reunion,Webinar,Contacted,2025-05-04 05:59:24.745207,55.9,0,15000
720,Debra,Oneal,kpalmer@example.com,Berger Ltd,Director of IT,Technology,101-250,Serbia,Website Form,Contacted,2025-05-04 06:50:19.745207,59.1,0,20000
3181,Tim,Choi,andersondaniel@example.org,Petersen-Howard,Head of Operations,Marketing Agency,101-250,Romania,Content Download,Demo Scheduled,2025-05-04 08:20:19.745207,74.7,0,18000
2952,Lori,Arnold,rharding@example.net,Suarez-Dunn,COO,Manufacturing,50-100,Libyan Arab Jamahiriya,Referral,New,2025-05-04 08:53:39.745207,71.7,0,12000
4125,Katherine,Lam,taylor57@example.org,Sutton-Ward,Head of Operations,Professional Services,251-500,Senegal,Referral,Contacted,2025-05-04 09:48:24.745207,64.6,0,18000
2506,Stephanie,Johnson,darellano@example.org,Perry-Williams,COO,Consulting,50-100,Mali,Trade Show,Negotiation,2025-05-04 11:28:20.745207,47.6,0,12000
2656,Jeffery,Lee,fdecker@example.com,Floyd and Sons,Director of IT,Manufacturing,101-250,South Georgia and the South Sandwich Islands,Website Form,Closed Lost,2025-05-04 12:16:50.745207,72.8,0,12000
1967,Jamie,Gray,gardneranna@example.com,Hartman Group,Project Manager,Consulting,251-500,Botswana,Trade Show,Negotiation,2025-05-04 12:48:10.745207,57.0,0,18000
4298,Nicholas,Hall,davenportkaitlyn@example.org,Morales-Eaton,COO,Healthcare,50-100,Chad,Webinar,Closed Lost,2025-05-04 14:32:30.745207,61.9,0,15000
143,Sarah,Payne,matthew88@example.net,"Rogers, Daniels and Mcdonald",CTO,Healthcare,251-500,Colombia,Content Download,Contacted,2025-05-04 17:09:59.745207,35.9,0,18000
4870,Brittany,Morris,eramirez@example.com,"Holmes, Smith and Lambert",Head of Operations,Technology,50-100,Norfolk Island,Website Form,Qualified,2025-05-04 17:11:34.745207,52.2,0,20000
4055,Dawn,Martinez,adam29@example.org,"Perkins, Perkins and Miller",Director of IT,Marketing Agency,251-500,Bermuda,Website Form,Closed Lost,2025-05-04 19:47:04.745207,44.7,0,20000
3410,Cameron,Nelson,ellisjoseph@example.net,"Caldwell, Johnson and Webb",Project Manager,Consulting,101-250,Sierra Leone,Referral,Contacted,2025-05-04 21:45:36.745207,90.7,0,20000
820,Kelly,Morris,nicholas81@example.org,Jones Ltd,Project Manager,Technology,251-500,Guam,Website Form,Closed Won,2025-05-05 00:26:24.745207,76.0,1,12000
2243,Tiffany,Martin,torresrebecca@example.net,Wright-Page,CTO,Consulting,50-100,United States Minor Outlying Islands,Website Form,New,2025-05-05 04:42:20.745207,89.6,0,12000
3692,Kevin,Howell,anita98@example.org,"Pittman, Mclaughlin and Ellis",Head of Operations,Professional Services,101-250,Uruguay,Website Form,Contacted,2025-05-05 08:41:08.745207,72.6,0,12000
1687,Luis,Williams,katherine92@example.org,Franklin Group,VP Engineering,Marketing Agency,101-250,Italy,Content Download,Qualified,2025-05-05 09:58:53.745207,53.0,0,15000
1845,Jose,Thomas,williamskimberly@example.org,Gomez-Taylor,Director of IT,Healthcare,251-500,Armenia,Webinar,Contacted,2025-05-05 12:41:28.745207,62.4,0,20000
4249,Melissa,Thomas,ifrench@example.org,Holmes Group,CTO,Manufacturing,50-100,Cote d'Ivoire,Trade Show,New,2025-05-05 12:48:35.745207,67.4,0,10000
4628,Robert,Patterson,candicedecker@example.org,"Smith, Snyder and Marquez",CTO,Manufacturing,101-250,French Guiana,Referral,Closed Lost,2025-05-05 15:18:42.745207,49.0,0,15000
2301,Daniel,Phillips,yshelton@example.com,Ryan-Smith,Director of IT,Manufacturing,251-500,San Marino,Referral,Proposal Sent,2025-05-05 16:42:46.745207,75.8,0,15000
553,Julia,Mills,lori65@example.com,Powell-Kim,COO,Consulting,251-500,Cuba,Content Download,Qualified,2025-05-05 18:15:11.745207,77.5,0,12000
3497,William,Potter,anthony83@example.org,Chavez Ltd,VP Engineering,Manufacturing,251-500,Afghanistan,Website Form,Contacted,2025-05-05 21:48:44.745207,72.2,0,15000
3121,Rodney,Ortiz,herreracatherine@example.com,Oliver and Sons,CTO,Technology,50-100,Taiwan,Website Form,Contacted,2025-05-05 22:34:11.745207,52.7,0,12000
3499,Erika,Williams,kaufmanrobert@example.com,Smith-Rodriguez,Head of Operations,Healthcare,101-250,Belgium,Webinar,New,2025-05-05 23:23:10.745207,57.3,0,15000
4049,Chris,Avila,xwoods@example.org,"Buchanan, Patel and Mooney",Project Manager,Professional Services,101-250,Vietnam,Website Form,Demo Scheduled,2025-05-05 23:34:53.745207,58.4,0,18000
3065,Anne,Guzman,patriciaortiz@example.net,Huber and Sons,COO,Technology,251-500,Turkey,Content Download,Demo Scheduled,2025-05-06 00:20:02.745207,37.3,0,10000
1018,Kathy,Brown,jacksonjennifer@example.net,Lester-Hernandez,COO,Manufacturing,101-250,Cyprus,Website Form,Contacted,2025-05-06 00:24:22.745207,52.7,0,12000
4437,Samantha,Franco,kevin97@example.com,Allison LLC,Director of IT,Consulting,50-100,Turkmenistan,Website Form,Qualified,2025-05-06 02:17:47.745207,77.6,0,20000
2921,Christopher,Wright,rjames@example.com,Wall-Lee,Director of IT,Marketing Agency,50-100,Israel,Content Download,New,2025-05-06 03:32:12.745207,49.2,0,20000
